il,ilce_id,ilce,mahalle_id,mahalle
Adana,104,Aladağ,207911,Akören
Adana,104,Aladağ,45478,Akpinar
Adana,104,Aladağ,46144,Başpinar
Adana,104,Aladağ,46219,Boztahta
Adana,104,Aladağ,46017,Büyüksofulu
Adana,104,Aladağ,46419,Ceritler
Adana,104,Aladağ,143186,Civanbey
Adana,104,Aladağ,144736,Dailer
Adana,104,Aladağ,46213,Darilik
Adana,104,Aladağ,45347,Dölekli
Adana,104,Aladağ,45795,Dünyadibi
Adana,104,Aladağ,141503,Ebrişim
Adana,104,Aladağ,46208,Eğner
Adana,104,Aladağ,45383,Gerdibi
Adana,104,Aladağ,145098,Gireğiyeniköy
Adana,104,Aladağ,143144,Gökçeköy
Adana,104,Aladağ,46214,Kabasakal
Adana,104,Aladağ,46270,Karahan
Adana,104,Aladağ,45264,Kicak
Adana,104,Aladağ,45340,Kişlak
Adana,104,Aladağ,46249,Kizildam
Adana,104,Aladağ,45861,Kökez
Adana,104,Aladağ,143817,Köprücük
Adana,104,Aladağ,46357,Küp
Adana,104,Aladağ,206536,Madenli
Adana,104,Aladağ,46027,Mansurlu
Adana,104,Aladağ,45170,Mazilik
Adana,104,Aladağ,207912,Posyağbasan
Adana,104,Aladağ,46016,Sinanpaşa
Adana,104,Aladağ,46150,Topalli
Adana,104,Aladağ,46032,Uzunkuyu
Adana,104,Aladağ,143359,Yenimahalle
Adana,104,Aladağ,45464,Yetimli
Adana,104,Aladağ,45892,Yüksekören
Adana,105,Ceyhan,128623,Ağaçli
Adana,105,Ceyhan,128620,Ağaçpinar
Adana,105,Ceyhan,128624,Akdam
Adana,105,Ceyhan,128660,Altigözbekirli
Adana,105,Ceyhan,128599,Altikara
Adana,105,Ceyhan,204931,Aydinlar
Adana,105,Ceyhan,128591,Aytemiroğlu
Adana,105,Ceyhan,128634,Azizli
Adana,105,Ceyhan,128621,Bahriye
Adana,105,Ceyhan,128666,Başören
Adana,105,Ceyhan,128585,Bota
Adana,105,Ceyhan,128587,Burhaniye
Adana,105,Ceyhan,128635,Burhanli
Adana,105,Ceyhan,128600,Büyük Burhaniye
Adana,105,Ceyhan,128601,Büyük Mangit
Adana,105,Ceyhan,128588,Büyükkirim
Adana,105,Ceyhan,128602,Çakaldere
Adana,105,Ceyhan,128625,Camuzağili
Adana,105,Ceyhan,128637,Çatakli
Adana,105,Ceyhan,128626,Çatalhüyük
Adana,105,Ceyhan,128614,Çerkezkaramezar
Adana,105,Ceyhan,128657,Çevretepe
Adana,105,Ceyhan,128603,Çiçekli
Adana,105,Ceyhan,128604,Çiftlikler
Adana,105,Ceyhan,128662,Cihanbekirli
Adana,105,Ceyhan,128598,Civantayak
Adana,105,Ceyhan,128605,Çokçapinar
Adana,105,Ceyhan,128630,Çukurovaharasi
Adana,105,Ceyhan,128606,Değirmendere
Adana,105,Ceyhan,128636,Değirmenli
Adana,105,Ceyhan,128661,Dikilitaş
Adana,105,Ceyhan,128644,Dokuztekne
Adana,105,Ceyhan,128652,Doruk
Adana,105,Ceyhan,128658,Durhasandede
Adana,105,Ceyhan,128643,Dutlupinar
Adana,105,Ceyhan,128607,Erenler
Adana,105,Ceyhan,128596,Gaziosmanpaşa
Adana,105,Ceyhan,128668,Gümürdülü
Adana,105,Ceyhan,128656,Gündoğan
Adana,105,Ceyhan,128590,Haciibrahim
Adana,105,Ceyhan,128645,Hamdilli
Adana,105,Ceyhan,128641,Hamidiye
Adana,105,Ceyhan,128611,Hamitbey
Adana,105,Ceyhan,128609,Hamitbey Bucaği
Adana,105,Ceyhan,128597,Hürriyet
Adana,105,Ceyhan,128647,Imran
Adana,105,Ceyhan,205085,Inceyer
Adana,105,Ceyhan,128655,Isali
Adana,105,Ceyhan,128669,Isirganli
Adana,105,Ceyhan,206904,Karakayali
Adana,105,Ceyhan,128654,Kiliçkaya
Adana,105,Ceyhan,128670,Kivrikli
Adana,105,Ceyhan,128612,Kizildere
Adana,105,Ceyhan,128592,Konakoğlu
Adana,105,Ceyhan,128613,Köprülü
Adana,105,Ceyhan,128649,Körkuyu
Adana,105,Ceyhan,128659,Kösreli
Adana,105,Ceyhan,128589,Küçükkirim
Adana,105,Ceyhan,128627,Küçükmangit
Adana,105,Ceyhan,128648,Kurtkulaği
Adana,105,Ceyhan,128651,Kurtpinar
Adana,105,Ceyhan,205098,Kuzucak
Adana,105,Ceyhan,128663,Mahmudiye
Adana,105,Ceyhan,128632,Mercimek
Adana,105,Ceyhan,128610,Mercin
Adana,105,Ceyhan,128595,Mithatpaşa
Adana,105,Ceyhan,128586,Muradiye
Adana,105,Ceyhan,128650,Narlik
Adana,105,Ceyhan,128664,Naşidiye
Adana,105,Ceyhan,128617,Nazimbey Yeniköy
Adana,105,Ceyhan,128633,Rifatiye
Adana,105,Ceyhan,128674,Rumeli Şükriye
Adana,105,Ceyhan,128638,Sadiye Karamezar
Adana,105,Ceyhan,128665,Sağkaya
Adana,105,Ceyhan,128628,Saribahçe
Adana,105,Ceyhan,128640,Sarimazi
Adana,105,Ceyhan,128642,Selimiye
Adana,105,Ceyhan,128619,Siddikiye
Adana,105,Ceyhan,128615,Sirkeli
Adana,105,Ceyhan,205146,Soğukpinar
Adana,105,Ceyhan,128671,Soysalli
Adana,105,Ceyhan,128639,Tatarli
Adana,105,Ceyhan,128672,Tatlikuyu
Adana,105,Ceyhan,128616,Toktamiş
Adana,105,Ceyhan,128667,Tumlu
Adana,105,Ceyhan,128673,Türk Şükriye
Adana,105,Ceyhan,128594,Türlübaş
Adana,105,Ceyhan,128629,Üçdutyeşilova
Adana,105,Ceyhan,205140,Veysiye
Adana,105,Ceyhan,128622,Yalak
Adana,105,Ceyhan,128653,Yellibel
Adana,105,Ceyhan,128631,Yeşilbahçe
Adana,105,Ceyhan,205086,Yeşildam
Adana,105,Ceyhan,128618,Yilankale
Adana,105,Ceyhan,128593,Zübeyde Hanim
Adana,6113,Çukurova,171877,Bozcalar
Adana,6113,Çukurova,126173,Çakal Kuyusu
Adana,6113,Çukurova,171868,Dörtler
Adana,6113,Çukurova,207488,Esentepe
Adana,6113,Çukurova,171875,Fadil
Adana,6113,Çukurova,146844,Gökkuyu
Adana,6113,Çukurova,10007,Huzurevleri
Adana,6113,Çukurova,126163,Kabasakal
Adana,6113,Çukurova,126170,Karahan
Adana,6113,Çukurova,126158,Karalarbucaği
Adana,6113,Çukurova,126162,Karslilar
Adana,6113,Çukurova,171871,Kaşoba
Adana,6113,Çukurova,126175,Kireçocaği
Adana,6113,Çukurova,207489,Kocatepe
Adana,6113,Çukurova,171872,Küçükçinar
Adana,6113,Çukurova,126174,Kurttepe
Adana,6113,Çukurova,180624,Mahfesiğmaz
Adana,6113,Çukurova,171874,Memişli
Adana,6113,Çukurova,171873,Örcün
Adana,6113,Çukurova,171870,Pirili
Adana,6113,Çukurova,171876,Salbaş
Adana,6113,Çukurova,126164,Şambayadi
Adana,6113,Çukurova,171869,Söğütlü
Adana,6113,Çukurova,126161,Sudeposu Çamkoruluğu
Adana,6113,Çukurova,10006,Toros
Adana,6113,Çukurova,207487,Yenimahalle
Adana,6113,Çukurova,10005,Yurt
Adana,106,Feke,47936,Akkaya
Adana,106,Feke,137288,Akoluk
Adana,106,Feke,47937,Bağdatli
Adana,106,Feke,47014,Bahçecik
Adana,106,Feke,47840,Belenköy
Adana,106,Feke,47638,Çandirlar
Adana,106,Feke,48036,Çondu
Adana,106,Feke,48001,Çürükler
Adana,106,Feke,47639,Değirmenciuşaği
Adana,106,Feke,147213,Gaffaruşaği
Adana,106,Feke,47640,Gedikli
Adana,106,Feke,47837,Göbelli
Adana,106,Feke,47966,Gökçeli
Adana,106,Feke,47965,Gürümze
Adana,106,Feke,47901,Güzpinari
Adana,106,Feke,47838,Hidiruşaği
Adana,106,Feke,47015,Incirci
Adana,106,Feke,47671,Islam
Adana,106,Feke,143886,Kaleyüzü
Adana,106,Feke,145493,Karacauşaği
Adana,106,Feke,143385,Kaşalti
Adana,106,Feke,47873,Kayadibi
Adana,106,Feke,47875,Kazanci
Adana,106,Feke,50035,Kirikuşaği
Adana,106,Feke,47839,Kisacikli
Adana,106,Feke,47938,Kizilyer
Adana,106,Feke,138960,Koçyazi
Adana,106,Feke,47939,Konakkuran
Adana,106,Feke,48002,Kovukçinar
Adana,106,Feke,47940,Mansurlu
Adana,106,Feke,47608,Musalar
Adana,106,Feke,47668,Olucak
Adana,106,Feke,47874,Ormancik
Adana,106,Feke,47670,Ortaköy
Adana,106,Feke,48072,Oruçlu
Adana,106,Feke,48070,Paşali
Adana,106,Feke,145469,Şahmuratli
Adana,106,Feke,145765,Süphandere
Adana,106,Feke,48003,Tenkerli
Adana,106,Feke,47641,Tokmanakli
Adana,106,Feke,47669,Tortulu
Adana,106,Feke,48035,Uğurlubağ
Adana,106,Feke,146982,Yaylapinari
Adana,106,Feke,47016,Yerebakan
Adana,107,Imamoğlu,45343,Ağzikaraca Köyü
Adana,107,Imamoğlu,46156,Alaybeyi Köyü
Adana,107,Imamoğlu,206175,Aliler
Adana,107,Imamoğlu,45998,Ayvali Köyü
Adana,107,Imamoğlu,46209,Camili Köyü
Adana,107,Imamoğlu,45376,Çörten Köyü
Adana,107,Imamoğlu,46176,Danacili Köyü
Adana,107,Imamoğlu,141180,Ihsanülhamit Köyü
Adana,107,Imamoğlu,146346,Imamoğlu Köyü
Adana,107,Imamoğlu,46386,Koyunevi Köyü
Adana,107,Imamoğlu,46165,Malihidirli Köyü
Adana,107,Imamoğlu,46282,Otluk Köyü
Adana,107,Imamoğlu,45935,Sayca Köyü
Adana,107,Imamoğlu,45947,Saygeçit Köyü
Adana,107,Imamoğlu,45889,Sevinçli Köyü
Adana,107,Imamoğlu,46191,Sokutaş Köyü
Adana,107,Imamoğlu,45169,Üçtepe Köyü
Adana,107,Imamoğlu,45468,Ufacikören Köyü
Adana,107,Imamoğlu,46384,Uluçinar Köyü
Adana,108,Karaisali,47642,Akçali Köyü
Adana,108,Karaisali,47876,Aktaş Köyü
Adana,108,Karaisali,47967,Altinova Köyü
Adana,108,Karaisali,142094,Aşağibelemedik Köyü
Adana,108,Karaisali,146275,Aşağiyörükler Köyü
Adana,108,Karaisali,143649,Ayakkif Köyü
Adana,108,Karaisali,48037,Barakdaği Köyü
Adana,108,Karaisali,47941,Başkif Köyü
Adana,108,Karaisali,137675,Bekirli Köyü
Adana,108,Karaisali,145514,Beydemir Köyü
Adana,108,Karaisali,47902,Bolacali Köyü
Adana,108,Karaisali,47018,Bucak Köyü
Adana,108,Karaisali,47673,Çakalli Köyü
Adana,108,Karaisali,48080,Çatalan Köyü
Adana,108,Karaisali,205750,Çeceli
Adana,108,Karaisali,47842,Çevlik Köyü
Adana,108,Karaisali,47609,Çocuklar Köyü
Adana,108,Karaisali,47968,Çorlu Köyü
Adana,108,Karaisali,47644,Çukur Köyü
Adana,108,Karaisali,47645,Demirçit Köyü
Adana,108,Karaisali,47675,Döşekevi Köyü
Adana,108,Karaisali,144364,Durak Köyü
Adana,108,Karaisali,47904,Eğlence Köyü
Adana,108,Karaisali,48074,Emelcik Köyü
Adana,108,Karaisali,47610,Etekli Köyü
Adana,108,Karaisali,142962,Fettahli Köyü
Adana,108,Karaisali,138401,Gildirli Köyü
Adana,108,Karaisali,48076,Gökhasanli Köyü
Adana,108,Karaisali,50036,Gülüşlü Köyü
Adana,108,Karaisali,47843,Güvenç Köyü
Adana,108,Karaisali,48038,Hacikiri Köyü
Adana,108,Karaisali,143393,Hacili Köyü
Adana,108,Karaisali,47019,Hacimusali Köyü
Adana,108,Karaisali,143345,Kaledaği Köyü
Adana,108,Karaisali,141331,Kapikaya Köyü
Adana,108,Karaisali,47903,Karahasanli Köyü
Adana,108,Karaisali,48077,Karakiliç Köyü
Adana,108,Karaisali,47943,Karakuyu Köyü
Adana,108,Karaisali,48005,Karapinar
Adana,108,Karaisali,47020,Kirikli Köyü
Adana,108,Karaisali,48039,Kocaveliler Köyü
Adana,108,Karaisali,47944,Körüklü Köyü
Adana,108,Karaisali,142151,Kuşçusofulu Köyü
Adana,108,Karaisali,47969,Kuyucu Köyü
Adana,108,Karaisali,47611,Kuzgun Köyü
Adana,108,Karaisali,47572,Maraşli Köyü
Adana,108,Karaisali,142668,Merkezboztahta Köyü
Adana,108,Karaisali,48040,Murtçukuru Köyü
Adana,108,Karaisali,47612,Nergizlik Köyü
Adana,108,Karaisali,141838,Nuhlu Köyü
Adana,108,Karaisali,47649,Ömerli Köyü
Adana,108,Karaisali,47021,Sadikali Köyü
Adana,108,Karaisali,47022,Sarimehmetli Köyü
Adana,108,Karaisali,47906,Saypinar
Adana,108,Karaisali,50266,Selampinar
Adana,108,Karaisali,47650,Tatik Köyü
Adana,108,Karaisali,48041,Topaktaş Köyü
Adana,108,Karaisali,138485,Topkarali Köyü
Adana,108,Karaisali,47844,Torunsolakli Köyü
Adana,108,Karaisali,47877,Tümenli Köyü
Adana,108,Karaisali,48004,Yazibaşi Köyü
Adana,109,Karataş,47613,Adali
Adana,109,Karataş,146984,Bahçe
Adana,109,Karataş,49947,Bebeli
Adana,109,Karataş,144127,Çağşirli
Adana,109,Karataş,47972,Çakirören
Adana,109,Karataş,45413,Çavuşlu
Adana,109,Karataş,47878,Çimeli
Adana,109,Karataş,48081,Çukurkamiş
Adana,109,Karataş,45920,Damlapinar
Adana,109,Karataş,48082,Develiören
Adana,109,Karataş,47023,Dolapli
Adana,109,Karataş,143012,Gölkaya
Adana,109,Karataş,47947,Hacihasan
Adana,109,Karataş,45956,Hakkibey
Adana,109,Karataş,45045,Hasirağaci
Adana,109,Karataş,47614,Helvaci
Adana,109,Karataş,145169,Inneplihüyüğü
Adana,109,Karataş,45128,Isahacili
Adana,109,Karataş,170160,Iskele
Adana,109,Karataş,44955,Karagöçer
Adana,109,Karataş,45992,Kesik
Adana,109,Karataş,45039,Kiremitli
Adana,109,Karataş,45142,Kirhasan
Adana,109,Karataş,45724,Kiziltahta
Adana,109,Karataş,145552,Konakli
Adana,109,Karataş,171313,Küçükkarataş
Adana,109,Karataş,45536,Meletmez
Adana,109,Karataş,139467,Muratli
Adana,109,Karataş,145825,Nalkulak
Adana,109,Karataş,45242,Oymakli
Adana,109,Karataş,143048,Sarimsak
Adana,109,Karataş,45704,Sirkenli
Adana,109,Karataş,45408,Tabaklar
Adana,109,Karataş,44739,Terliksiz
Adana,109,Karataş,45738,Toprakli
Adana,109,Karataş,45361,Tuzkuyusu
Adana,109,Karataş,45349,Uğurkaya
Adana,109,Karataş,44946,Yassiören
Adana,109,Karataş,45111,Yemişli
Adana,109,Karataş,45377,Yüzbaşi
Adana,110,Kozan,45572,Acarmantaş
Adana,110,Kozan,206726,Ağliboğaz
Adana,110,Kozan,45750,Akarca
Adana,110,Kozan,45703,Akçaliuşaği
Adana,110,Kozan,45460,Akdam
Adana,110,Kozan,45207,Akkaya
Adana,110,Kozan,45716,Alapinar
Adana,110,Kozan,138573,Anavarza
Adana,110,Kozan,141442,Andil
Adana,110,Kozan,143220,Aslanli
Adana,110,Kozan,45269,Aslanpaşa
Adana,110,Kozan,45428,Aydin
Adana,110,Kozan,45578,Ayşehoca
Adana,110,Kozan,45137,Bağözü
Adana,110,Kozan,45417,Bağtepe
Adana,110,Kozan,45122,Boztahta
Adana,110,Kozan,146508,Bucak
Adana,110,Kozan,45043,Bulduklu
Adana,110,Kozan,45423,Çamdere
Adana,110,Kozan,46025,Çamlarca
Adana,110,Kozan,45262,Çandik
Adana,110,Kozan,45403,Çelenuşaği
Adana,110,Kozan,45378,Çokak
Adana,110,Kozan,45796,Çukurören
Adana,110,Kozan,45162,Çulluuşaği
Adana,110,Kozan,45365,Cumhuriyet
Adana,110,Kozan,45154,Çürüklü
Adana,110,Kozan,45515,Damyeri
Adana,110,Kozan,45379,Dikilitaş
Adana,110,Kozan,45253,Doğanalani
Adana,110,Kozan,145732,Duraliuşaği
Adana,110,Kozan,45367,Durmuşlu
Adana,110,Kozan,45268,Düzağaç
Adana,110,Kozan,45506,Ergenuşaği
Adana,110,Kozan,45919,Eskikabasakal
Adana,110,Kozan,45430,Eskimantaş
Adana,110,Kozan,144845,Faydali
Adana,110,Kozan,45789,Ferhatli
Adana,110,Kozan,144172,Gaziköy
Adana,110,Kozan,45332,Gedikli
Adana,110,Kozan,45751,Gökgöz
Adana,110,Kozan,45373,Görbeyaz
Adana,110,Kozan,45774,Güneri
Adana,110,Kozan,141689,Hacilar
Adana,110,Kozan,141789,Hacimirzali
Adana,110,Kozan,45342,Haciuşaği
Adana,110,Kozan,141988,Hamam
Adana,110,Kozan,45461,Henüzçakiri
Adana,110,Kozan,143816,Idem
Adana,110,Kozan,146861,Ilica
Adana,110,Kozan,46019,Işikkaya
Adana,110,Kozan,45807,Işikli
Adana,110,Kozan,45385,Kabaktepe
Adana,110,Kozan,205941,Kahveli
Adana,110,Kozan,142196,Kalkumaç
Adana,110,Kozan,142847,Kapukaya
Adana,110,Kozan,45232,Karabucak
Adana,110,Kozan,206727,Karacaoğlan
Adana,110,Kozan,45958,Karacaören
Adana,110,Kozan,45230,Karahamzali
Adana,110,Kozan,45999,Karanebili
Adana,110,Kozan,45752,Kemer
Adana,110,Kozan,45731,Kibrislar
Adana,110,Kozan,45380,Kizillar
Adana,110,Kozan,138738,Kizlarsekizi
Adana,110,Kozan,137501,Köreken
Adana,110,Kozan,45129,Köseli
Adana,110,Kozan,45364,Kuytucak
Adana,110,Kozan,45762,Kuyubeli
Adana,110,Kozan,45775,Kuyuluk
Adana,110,Kozan,45959,Mahmutlu
Adana,110,Kozan,45969,Mahyalar
Adana,110,Kozan,143543,Marangeçili
Adana,110,Kozan,45994,Minnetli
Adana,110,Kozan,45441,Orçan
Adana,110,Kozan,45609,Örendere
Adana,110,Kozan,45471,Oruçlu
Adana,110,Kozan,45763,Özbaşi
Adana,110,Kozan,45954,Pekmezci
Adana,110,Kozan,45720,Postkabasakal
Adana,110,Kozan,46018,Salmanli
Adana,110,Kozan,45427,Şerifli
Adana,110,Kozan,45473,Şevkiye
Adana,110,Kozan,45474,Taş
Adana,110,Kozan,45250,Tepecikören
Adana,110,Kozan,142428,Tilan
Adana,110,Kozan,45463,Tufanli
Adana,110,Kozan,46138,Tufanpaşa
Adana,110,Kozan,45054,Turgutlu
Adana,110,Kozan,45131,Turunçlu
Adana,110,Kozan,143307,Velicanli
Adana,110,Kozan,45233,Yanalerik
Adana,110,Kozan,46201,Yarimoğlu
Adana,110,Kozan,45368,Yassiçali
Adana,110,Kozan,45783,Yeniköy
Adana,110,Kozan,139131,Yukarigeçili
Adana,110,Kozan,45573,Yüksekören
Adana,110,Kozan,45647,Zerdali
Adana,111,Pozanti,144793,Akça
Adana,111,Pozanti,46020,Alpu
Adana,111,Pozanti,45465,Aşçibekirli
Adana,111,Pozanti,45995,Belemedik
Adana,111,Pozanti,144794,Bürücek
Adana,111,Pozanti,146030,Büyüktekir
Adana,111,Pozanti,44856,Çamlibel
Adana,111,Pozanti,45245,Cumhuriyet
Adana,111,Pozanti,45234,Dağdibi
Adana,111,Pozanti,45757,Eskikonacik
Adana,111,Pozanti,45784,Findikli
Adana,111,Pozanti,45165,Gökbez
Adana,111,Pozanti,137676,Gökbezafet
Adana,111,Pozanti,45516,Hamidiye
Adana,111,Pozanti,45375,Istiklal
Adana,111,Pozanti,45051,Kamişli
Adana,111,Pozanti,45927,Karakişlakçi
Adana,111,Pozanti,146563,Küçüktekir
Adana,111,Pozanti,45615,Ömerli
Adana,111,Pozanti,146545,Üçoluk
Adana,111,Pozanti,45507,Yağlitaş
Adana,111,Pozanti,148457,Yazicak
Adana,111,Pozanti,46002,Yenikonacik
Adana,111,Pozanti,144911,Yukari Belemedik
Adana,111,Pozanti,45091,Zafer
Adana,112,Saimbeyli,138739,Aksaağaç
Adana,112,Saimbeyli,143544,Avcipinari
Adana,112,Saimbeyli,143651,Ayvacik
Adana,112,Saimbeyli,144257,Beypinari
Adana,112,Saimbeyli,128721,Çatak
Adana,112,Saimbeyli,145379,Çeralan
Adana,112,Saimbeyli,128723,Çorak
Adana,112,Saimbeyli,145423,Cumhurlu
Adana,112,Saimbeyli,139810,Değirmenciuşaği
Adana,112,Saimbeyli,144570,Eyüplü
Adana,112,Saimbeyli,144366,Gökmenler
Adana,112,Saimbeyli,142373,Gürleşen
Adana,112,Saimbeyli,145757,Halilbeyli
Adana,112,Saimbeyli,142963,Himmetli
Adana,112,Saimbeyli,145981,Islam
Adana,112,Saimbeyli,145461,Kandilli
Adana,112,Saimbeyli,141394,Kapaklikuyu
Adana,112,Saimbeyli,142231,Karakuyu
Adana,112,Saimbeyli,139653,Kizilağaç
Adana,112,Saimbeyli,144418,Mahmutlu
Adana,112,Saimbeyli,128722,Naltaş
Adana,112,Saimbeyli,138917,Narlidere
Adana,112,Saimbeyli,205682,Topallar
Adana,112,Saimbeyli,139483,Tülü
Adana,112,Saimbeyli,139153,Yardibi
Adana,112,Saimbeyli,147035,Yeniköy
Adana,6112,Sariçam,126663,Akkuyu Köyü
Adana,6112,Sariçam,126643,Avcılar Köyü
Adana,6112,Sariçam,205917,Aydınyurdu
Adana,6112,Sariçam,126681,Ayvalı
Adana,6112,Sariçam,126637,Baklalı
Adana,6112,Sariçam,126668,Balcalı Köyü
Adana,6112,Sariçam,126642,Bayramhacılı
Adana,6112,Sariçam,126647,Beyceli
Adana,6112,Sariçam,126676,Boynuyoğun
Adana,6112,Sariçam,205982,Boztepe
Adana,6112,Sariçam,126635,Buruk
Adana,6112,Sariçam,204112,Büyükbaklalı
Adana,6112,Sariçam,126644,Cerenli Köyü
Adana,6112,Sariçam,126667,Cihadiye Köyü
Adana,6112,Sariçam,206847,Cumhuriyet
Adana,6112,Sariçam,204457,Çamlıbel
Adana,6112,Sariçam,126671,Çamlıca Köyü
Adana,6112,Sariçam,126665,Çarkıpare
Adana,6112,Sariçam,126649,Çaylı Köyü
Adana,6112,Sariçam,126639,Çınarlı
Adana,6112,Sariçam,126675,Çiçekli Köyü
Adana,6112,Sariçam,126660,Çirişgediği Köyü
Adana,6112,Sariçam,126658,Dağcı
Adana,6112,Sariçam,126669,Dutluca Köyü
Adana,6112,Sariçam,126670,Eflak Köyü
Adana,6112,Sariçam,126666,Egeciuşağı Köyü
Adana,6112,Sariçam,206554,Ertuğrulgazi Köyü
Adana,6112,Sariçam,126672,Gökbuket Köyü
Adana,6112,Sariçam,126653,Göztepe
Adana,6112,Sariçam,126646,Hakkıbeyli Köyü
Adana,6112,Sariçam,126641,Hasanbeyli Köyü
Adana,6112,Sariçam,126662,Hocallı Köyü
Adana,6112,Sariçam,126638,İncirlik
Adana,6112,Sariçam,206848,İstiklal
Adana,6112,Sariçam,126664,Kara Ömerli Köyü
Adana,6112,Sariçam,126683,Karayusuflu Köyü
Adana,6112,Sariçam,126654,Kargakekeç Köyü
Adana,6112,Sariçam,126652,Karlık Köyü
Adana,6112,Sariçam,204456,Karşıyaka
Adana,6112,Sariçam,206849,Kaşobası
Adana,6112,Sariçam,126678,Kılbaş Köyü
Adana,6112,Sariçam,126651,Kılıçlı Köyü
Adana,6112,Sariçam,126656,Kızılkaş Köyü
Adana,6112,Sariçam,140177,Kösefakılı Köyü
Adana,6112,Sariçam,204111,Küçükbaklalı
Adana,6112,Sariçam,205983,Maltepe
Adana,6112,Sariçam,204877,Mehmetakifersoy
Adana,6112,Sariçam,126673,Menekşe Köyü
Adana,6112,Sariçam,205134,Misis(Yakapınar)
Adana,6112,Sariçam,126679,Mustafalar Köyü
Adana,6112,Sariçam,126650,Mutlu
Adana,6112,Sariçam,126648,Müminli
Adana,6112,Sariçam,204878,Remzioğuzarık
Adana,6112,Sariçam,126661,Sarıçam Köyü
Adana,6112,Sariçam,126677,Sofulu
Adana,6112,Sariçam,126645,Suluca
Adana,6112,Sariçam,126674,Şevketiye Köyü
Adana,6112,Sariçam,126659,Turunçlu Köyü
Adana,6112,Sariçam,126657,Yağızlar Köyü
Adana,6112,Sariçam,126682,Yarımca Köyü
Adana,6112,Sariçam,126640,Yeniyayla Köyü
Adana,6112,Sariçam,204879,Yıldırımbeyazıt
Adana,6112,Sariçam,126636,Yürekli
Adana,113,Seyhan,126177,Abidinpaşa Çiftliği
Adana,113,Seyhan,126178,Akkapı
Adana,113,Seyhan,126179,Alidede
Adana,113,Seyhan,126176,Arslandamı
Adana,113,Seyhan,10042,Bahçeşehir
Adana,113,Seyhan,126214,Büyük Çıldırım
Adana,113,Seyhan,126167,Büyük Dikili
Adana,113,Seyhan,126180,Camuzcu
Adana,113,Seyhan,126160,Cemalpaşa
Adana,113,Seyhan,126181,Çaputçu
Adana,113,Seyhan,126182,Çınarlı
Adana,113,Seyhan,126183,Dervişli
Adana,113,Seyhan,126184,Dörtağaç
Adana,113,Seyhan,126209,Döşeme
Adana,113,Seyhan,126216,Gökçeler
Adana,113,Seyhan,203442,Gölbaşı
Adana,113,Seyhan,180672,Gürselpaşa
Adana,113,Seyhan,126185,Hadırlı
Adana,113,Seyhan,126186,Hanedan
Adana,113,Seyhan,126187,Hürriyet
Adana,113,Seyhan,10032,İkibinevler
Adana,113,Seyhan,126210,İstiklal
Adana,113,Seyhan,126208,Kanalüstü
Adana,113,Seyhan,126169,Karakuyu
Adana,113,Seyhan,126159,Karalarbucağıyolubağlar
Adana,113,Seyhan,126188,Karasoku
Adana,113,Seyhan,126189,Karayusuflu
Adana,113,Seyhan,126190,Kayalıbağ
Adana,113,Seyhan,126191,Kayışlı
Adana,113,Seyhan,126192,Kocavezir
Adana,113,Seyhan,126193,Koyuncu
Adana,113,Seyhan,126194,Köylüoğlu
Adana,113,Seyhan,126157,Kurtuluş
Adana,113,Seyhan,126195,Kuruköprü
Adana,113,Seyhan,126165,Kuyumcular
Adana,113,Seyhan,126215,Küçük Çıldırım
Adana,113,Seyhan,126168,Küçük Dikili
Adana,113,Seyhan,126196,Mestanzade
Adana,113,Seyhan,126197,Mıdık
Adana,113,Seyhan,126198,Mirzaçelebi
Adana,113,Seyhan,126199,Mürseloğlu
Adana,113,Seyhan,126200,Reşatbey
Adana,113,Seyhan,126201,Salmanbeyli
Adana,113,Seyhan,126213,Sarı Hamzalı
Adana,113,Seyhan,126171,Sarıhuğlar
Adana,113,Seyhan,126202,Sarıyakup
Adana,113,Seyhan,126203,Sucuzade
Adana,113,Seyhan,126211,Şakirpaşa
Adana,113,Seyhan,126204,Tepebağ
Adana,113,Seyhan,126205,Türkocağı
Adana,113,Seyhan,126212,Uçakalanı
Adana,113,Seyhan,126206,Ulucami
Adana,113,Seyhan,126207,Yalmanlı
Adana,113,Seyhan,10033,Yenimahalle
Adana,113,Seyhan,204715,Yeşilyurt
Adana,113,Seyhan,126217,Yolgeçen
Adana,113,Seyhan,126172,Zeytinli
Adana,113,Seyhan,126166,Zincirlibağlar
Adana,114,Tufanbeyli,45739,Akçal
Adana,114,Tufanbeyli,45366,Akpinar
Adana,114,Tufanbeyli,44947,Ayvat
Adana,114,Tufanbeyli,138775,Bahçelievler
Adana,114,Tufanbeyli,140468,Bolatpinar
Adana,114,Tufanbeyli,45961,Çatalçam
Adana,114,Tufanbeyli,46031,Çukurkişla
Adana,114,Tufanbeyli,46035,Cumhuriyet
Adana,114,Tufanbeyli,45189,Damlali
Adana,114,Tufanbeyli,45246,Demiroluk
Adana,114,Tufanbeyli,46202,Doğanbeyli
Adana,114,Tufanbeyli,44948,Doğanli
Adana,114,Tufanbeyli,146292,Elemanli
Adana,114,Tufanbeyli,146522,Esentepe
Adana,114,Tufanbeyli,45381,Evci
Adana,114,Tufanbeyli,45150,Fatmakuyu
Adana,114,Tufanbeyli,45104,Güzelim
Adana,114,Tufanbeyli,45923,Hanyeri
Adana,114,Tufanbeyli,45446,Iğdebel
